SMILES Name NAME_Match
Nc1ncnc2[nH]c(S(=O)(=O)CCC3CCCCC3)nc12 PV-003438602262 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)CCCC3CCCC3)nc12 PV-003662576873 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3ccc(Br)cc3)nc12 PV-007024548125 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3ccc(Cl)cc3)nc12 PV-003894537880 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3ccc(F)cc3)nc12 PV-003291250632 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3cccc(Br)c3)nc12 PV-005474995278 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3cccc(Cl)c3)nc12 PV-003222068916 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3cccc(F)c3)nc12 PV-003544148335 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3ccccc3Cl)nc12 Z5192911751 Adenine-Sulfone
Nc1ncnc2[nH]c(S(=O)(=O)Cc3ccccc3F)nc12 PV-003824830693 Adenine-Sulfone
O=S(=O)(CCNc1nc(F)nc2[nH]cnc12)CC1CCC1 PV-006985997810 Adenine-Sulfone
O=S(=O)(CCNc1ncnc2[nH]cnc12)c1cccs1 Z1958560842 Adenine-Sulfone
O=S1(=O)C2CCC1CC(CNc1ncnc3[nH]cnc13)C2 Z4137190647 Adenine-Sulfone
O=S1(=O)C2CCC1CC(Nc1nc(F)nc3[nH]cnc13)C2 PV-007025334709 Adenine-Sulfone
O=S1(=O)CC(CCNc2ncnc3c2ncn3C2CC2)C1 Z2212438027 Adenine-Sulfone
O=S1(=O)CC(Nc2nc(F)nc3[nH]cnc23)C12CCCC2 PV-006760242813 Adenine-Sulfone
O=S1(=O)CC(Nc2ncnc3[nH]cnc23)C12CCCCC2 PV-003015344519 Adenine-Sulfone
O=S1(=O)CCC(C2(Nc3ncnc4[nH]cnc34)CC2)CC1 PV-008070071893 Adenine-Sulfone
O=S1(=O)CCC(CCNc2nc(F)nc3[nH]cnc23)CC1 PV-006807014589 Adenine-Sulfone
O=S1(=O)CCC(CNc2ncnc3[nH]c(C(F)F)nc23)C1 PV-003268862190 Adenine-Sulfone
O=S1(=O)CCC(CNc2ncnc3c2ncn3C2CC2)C1 Z2212359584 Adenine-Sulfone
O=S1(=O)CCC(Nc2ncnc3[nH]c(C(F)F)nc23)CC1 PV-003098031618 Adenine-Sulfone
O=S1(=O)CCC(Nc2ncnc3[nH]cnc23)CC12CCC2 Z4137190668 Adenine-Sulfone
O=S1(=O)CCC(Nc2ncnc3c2ncn3C2CC2)CC1 Z2970184802 Adenine-Sulfone
O=S1(=O)CCCC(Nc2ncnc3[nH]c(C(F)F)nc23)C1 PV-003423554235 Adenine-Sulfone
O=S1(=O)CCCC(Nc2ncnc3c2ncn3C2CC2)C1 Z2212406260 Adenine-Sulfone
O=S1(=O)CCCC1CNc1ncnc2[nH]c(C(F)F)nc12 PV-003503596721 Adenine-Sulfone
O=S1(=O)CCCC1CNc1ncnc2c1ncn2C1CC1 Z2212421125 Adenine-Sulfone
O=S1(=O)Cc2ccc(Nc3ncnc4[nH]cnc34)cc2C1 PV-002872276615 Adenine-Sulfone
